table,column,dtype,unit,grain,description,available_at,role,nullable_in_this_release,missing_count,null_meaning,generation_family,generator_expressions,parent_symbol_definitions,calibration_status
stack_training,cure_temperature_c,float64,degC,one stack modeling row,Molding compound curing temperature.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: curetemp,"curetemp = 175+1.1*ast+rng.normal(0,1)",illustrative_simulation_assumption
stack_training,cure_duration_min,float64,min,one stack modeling row,Molding compound cure duration.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: curemin,"curemin = 60+rng.normal(0,2)",illustrative_simulation_assumption
stack_training,underfill_void_pct,float64,percent 0..100,one stack modeling row,Void area as percent of inspected underfill cross-section area.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: vfrac,"vfrac = np.exp(-1.7+0.18*(viscosity-8)+0.25*(vacuum-2.5)+0.22*ast                 +0.08*(14-gaps.mean())+0.1*max(7-mold_pressure,0)+rng.normal(0,0.4))",illustrative_simulation_assumption
stack_training,delamination_area_pct,float64,percent 0..100,one stack modeling row,Separated area as percent of inspected package interface area.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: delam,"delam = min(30,np.exp(-2.9+0.15*(pwarp-10)+0.6*vfrac+0.25*cure_deficit+rng.normal(0,0.5)))",illustrative_simulation_assumption
stack_training,package_warpage_um,float64,um,one stack modeling row,Package-curvature magnitude after molding.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: pwarp,"pwarp = positive(8+2*warpage[di].mean()+0.9*cumshift+1.2*(hh==12)+1.6*ast                 +0.6*emc_effect[l//4]+0.6*abs(mold_pressure-7)+0.25*(curetemp-175)+rng.normal(0,1.3))",illustrative_simulation_assumption
stack_training,stacks_since_tool_service,int64,count/index,one stack modeling row,Run-age proxy modulo 200 for the synthetic assembly-line group.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:364: age,age = seq[ix] % 120,illustrative_simulation_assumption
stack_training,core_thickness_mean_um,float64,um,one stack modeling row,Mean measured silicon thickness of the core dies assigned to the stack.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: final_thickness[di].mean(),"final_thickness = positive(nominal_thickness+0.5*thinning+0.35*(radius**2-0.5)+rng.normal(0,0.22,n_d),20) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
stack_training,core_thickness_std_um,float64,um,one stack modeling row,Population SD (ddof=0) of the core-die thicknesses in the stack.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: final_thickness[di].std(),"final_thickness = positive(nominal_thickness+0.5*thinning+0.35*(radius**2-0.5)+rng.normal(0,0.22,n_d),20) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
stack_training,core_warpage_max_um,float64,um,one stack modeling row,Largest measured warpage among the assigned core dies.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: warpage[di].max(),"warpage = positive(0.5+0.3*ttv+0.3*abs(thinning)+0.22*(hl[dw]==12)+0.22*local+rng.normal(0,0.18,n_d),0.05) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
stack_training,core_ttv_mean_um,float64,um,one stack modeling row,Mean within-die thickness variation among the assigned core dies.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: ttv[di].mean(),"ttv = positive(0.7+0.22*abs(thinning)+0.2*radius+rng.normal(0,0.12,n_d),0.15) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
stack_training,core_leakage_mean_ua,float64,uA,one stack modeling row,Mean incoming leakage current of the assigned core dies.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: leakage[di].mean(),"leakage = np.exp(np.log(0.7)+0.23*die_stress+0.04*particles+rng.normal(0,0.18,n_d)) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
stack_training,core_repair_count_sum,int64,count/index,one stack modeling row,Total incoming repair resources used by the assigned core dies.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: int(repairs[di].sum()),repairs = rng.poisson(np.exp(-0.3+0.55*die_stress+0.18*particles)) | di = eligible[k*h[l]:(k+1)*h[l]],illustrative_simulation_assumption
stack_training,core_particle_count_sum,int64,count/index,one stack modeling row,Total inspected contamination particles across the assigned core dies.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: int(particles[di].sum()),particles = rng.poisson(np.exp(-0.8+0.65*die_stress)) | di = eligible[k*h[l]:(k+1)*h[l]],illustrative_simulation_assumption
stack_training,core_tsv_resistance_mean_mohm,float64,mOhm,one stack modeling row,Mean incoming TSV path-resistance proxy across the assigned core dies.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: resistance[di].mean(),"resistance = (c['copper_resistivity_ohm_m']*final_thickness*1e-6/(np.pi*(diameter*1e-6/2)**2)                   *1000/(1-void/100)+3)*np.exp(rng.normal(0,0.025,n_d)) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
stack_training,core_tsv_resistance_max_mohm,float64,mOhm,one stack modeling row,Largest incoming TSV path-resistance proxy among the assigned core dies.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: resistance[di].max(),"resistance = (c['copper_resistivity_ohm_m']*final_thickness*1e-6/(np.pi*(diameter*1e-6/2)**2)                   *1000/(1-void/100)+3)*np.exp(rng.normal(0,0.025,n_d)) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
stack_training,core_bump_coplanarity_max_um,float64,um,one stack modeling row,Largest incoming bump-height variation among the assigned core dies.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: coplanarity[di].max(),"coplanarity = positive(0.45+0.12*abs(bumpstate)+0.08*warpage+rng.normal(0,0.08,n_d),0.05) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
stack_training,n_source_wafers,int64,count/index,one stack modeling row,Distinct source wafer count among core dies in the stack.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: len(np.unique(dw[di])),"dw = np.repeat(wi,nd) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
stack_training,n_dies_with_detailed_metrology,int64,count/index,one stack modeling row,Number of core dies with sampled metrology successfully observed.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: int(measured[di].sum()),measured = sampling & ~dropout | di = eligible[k*h[l]:(k+1)*h[l]],illustrative_simulation_assumption
stack_training,sampled_core_tsv_void_mean_pct,float64,percent 0..100,one stack modeling row,Mean of observed constituent TSV void measurements only; null when none were observed.,features before final test; target after,allowed_primary_task_predictor,True,1214,No constituent die with successfully observed detailed metrology.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: float(void[di][measured[di]].mean()) if measured[di].any() else np.nan,"measured = sampling & ~dropout | di = eligible[k*h[l]:(k+1)*h[l]] | void = np.minimum(15, np.exp(-1.2+0.45*fill+0.28*die_stress+rng.normal(0,0.35,n_d)))",illustrative_simulation_assumption
stack_training,sampled_core_cd_mean_nm,float64,nm,one stack modeling row,Mean of observed constituent critical dimensions only; null when none were observed.,features before final test; target after,allowed_primary_task_predictor,True,1214,No constituent die with successfully observed detailed metrology.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: float(cd[di][measured[di]].mean()) if measured[di].any() else np.nan,"measured = sampling & ~dropout | di = eligible[k*h[l]:(k+1)*h[l]] | cd = 24+0.35*lith+0.25*die_stress+rng.normal(0,0.18,n_d)",illustrative_simulation_assumption
stack_training,base_leakage_current_ua,float64,uA,one stack modeling row,Base-die incoming leakage measurement.,features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: base_leak[b] | generate.py:267: base_leak[j],"base_leak = np.exp(np.log(1.2)+rbase.normal(0,0.2,nb)+0.1*lot_effect[l]) | b = available_bases[k]",illustrative_simulation_assumption
stack_training,base_die_thickness_um,float64,um,one stack modeling row,"Base-die silicon thickness, separate from core DRAM thickness.",features before final test; target after,allowed_primary_task_predictor,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:416: bthick[b] | generate.py:267: bthick[j],"bthick = c['base_die_thickness_um']+rbase.normal(0,0.35,nb) | b = available_bases[k]",illustrative_simulation_assumption
stack_training,final_test_fail,int64,0/1,one stack modeling row,Primary target: 1 minus final_test_pass. One means final acceptance rejection.,features before final test; target after,outcome_label,False,0,No missing values in this generated cohort.,One-to-one join of ml_stack_features to only final_test_fail from ml_stack_labels.,generate.py:426: int(failed),failed = bool(mode_list),illustrative_simulation_assumption
simulation_truth_stack,stack_id,str,category/text,one stack simulator state,Fictional stack identifier for traceability or configuration.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",generate.py:442: assigned_stack | generate.py:364: sid | generate.py:307: sid | generate.py:379: sid | generate.py:397: sid | generate.py:405: sid | generate.py:426: sid | generate.py:302: sid,"assigned_stack = np.full(n_d,'',dtype=object) | sid = f'S{next_stack:06}'",illustrative_simulation_assumption
simulation_truth_stack,latent_inherited_cell_faults,int64,count,one stack simulator state,Count of hidden core cell faults plus hidden base-die fault assigned to the stack.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",generate.py:405: inherited_cell,inherited_cell = int(cell_bad[di].sum())+int(base_bad[b]),illustrative_simulation_assumption
simulation_truth_stack,latent_inherited_tsv_faults,int64,count,one stack simulator state,Count of hidden TSV open and short faults assigned to the stack.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",generate.py:405: inherited_tsv,inherited_tsv = int(tsv_bad[di].sum()+tsvshort[di].sum()),illustrative_simulation_assumption
simulation_truth_stack,latent_assembly_state,float64,latent unitless state,one stack simulator state,"Unobserved line offset, service age, excursion and lot effect during assembly.",never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",generate.py:405: ast,ast = assembly_offset[bank]+0.45*age/199+1.4*excursion+0.2*lot_effect[l],illustrative_simulation_assumption
simulation_truth_stack,p_dram_electrical,float64,probability/fraction 0..1,one stack simulator state,Unobserved conditional probability of dram electrical; sigmoid equation in generator.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",generate.py:331: sigmoid(-5.4+3.0*inherited_cell+0.3*die_stress[di].mean()+shift),"shift = c['fault_logit_shift'] | inherited_cell = int(cell_bad[di].sum())+int(base_bad[b]) | die_stress = 0.7*lot_effect[dl]+wafer_effect[dw]+0.45*radius**2+local+rng.normal(0,0.3,n_d) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
simulation_truth_stack,p_tsv_open_short,float64,probability/fraction 0..1,one stack simulator state,Unobserved conditional probability of tsv open short; sigmoid equation in generator.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",generate.py:331: sigmoid(-5.7+3.5*inherited_tsv+0.4*void[di].max()+shift),"shift = c['fault_logit_shift'] | inherited_tsv = int(tsv_bad[di].sum()+tsvshort[di].sum()) | void = np.minimum(15, np.exp(-1.2+0.45*fill+0.28*die_stress+rng.normal(0,0.35,n_d))) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
simulation_truth_stack,p_microbump_open_bridge,float64,probability/fraction 0..1,one stack simulator state,Unobserved conditional probability of microbump open bridge; sigmoid equation in generator.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",generate.py:331: sigmoid(-5.3+1.1*(maxoffset-0.5)+0.4*ast+0.07*abs(peak-245)+0.025*abs(tal-55)+shift),"shift = c['fault_logit_shift'] | ast = assembly_offset[bank]+0.45*age/199+1.4*excursion+0.2*lot_effect[l] | tal = 55+3*ast+rng.normal(0,3) | peak = 245+2.0*ast+rng.normal(0,1.8) | maxoffset = radial_offset.max()",illustrative_simulation_assumption
simulation_truth_stack,p_die_crack,float64,probability/fraction 0..1,one stack simulator state,Unobserved conditional probability of die crack; sigmoid equation in generator.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.","generate.py:331: sigmoid(-6.6+0.75*(warpage[di].max()-1)+0.2*abs(ast)+0.2*(hh==12)+0.6*max(force.max()-1.2,0)+shift)","shift = c['fault_logit_shift'] | hh = int(h[l]) | ast = assembly_offset[bank]+0.45*age/199+1.4*excursion+0.2*lot_effect[l] | force = positive(1.2+0.06*ast+rng.normal(0,0.05,hh),0.4) | warpage = positive(0.5+0.3*ttv+0.3*abs(thinning)+0.22*(hl[dw]==12)+0.22*local+rng.normal(0,0.18,n_d),0.05) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
simulation_truth_stack,p_warpage,float64,probability/fraction 0..1,one stack simulator state,Unobserved conditional probability of warpage; sigmoid equation in generator.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",generate.py:331: sigmoid(-5.1+0.32*(pwarp-11)+shift),"shift = c['fault_logit_shift'] | pwarp = positive(8+2*warpage[di].mean()+0.9*cumshift+1.2*(hh==12)+1.6*ast                 +0.6*emc_effect[l//4]+0.6*abs(mold_pressure-7)+0.25*(curetemp-175)+rng.normal(0,1.3))",illustrative_simulation_assumption
simulation_truth_stack,p_underfill_void,float64,probability/fraction 0..1,one stack simulator state,Unobserved conditional probability of underfill void; sigmoid equation in generator.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",generate.py:331: sigmoid(-5.1+1.6*vfrac+0.25*(hh==12)+shift),"shift = c['fault_logit_shift'] | vfrac = np.exp(-1.7+0.18*(viscosity-8)+0.25*(vacuum-2.5)+0.22*ast                 +0.08*(14-gaps.mean())+0.1*max(7-mold_pressure,0)+rng.normal(0,0.4)) | hh = int(h[l])",illustrative_simulation_assumption
simulation_truth_stack,p_delamination,float64,probability/fraction 0..1,one stack simulator state,Unobserved conditional probability of delamination; sigmoid equation in generator.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",generate.py:331: sigmoid(-5.7+2.0*delam+0.15*ast+shift),"shift = c['fault_logit_shift'] | ast = assembly_offset[bank]+0.45*age/199+1.4*excursion+0.2*lot_effect[l] | delam = min(30,np.exp(-2.9+0.15*(pwarp-10)+0.6*vfrac+0.25*cure_deficit+rng.normal(0,0.5)))",illustrative_simulation_assumption
simulation_truth_stack,fault_dram_electrical,int64,0/1,one stack simulator state,Bernoulli realized failure of dram electrical; audit/target only.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",modes[m] = int(rng.random() < probs[m]); probability expression follows | generate.py:331: sigmoid(-5.4+3.0*inherited_cell+0.3*die_stress[di].mean()+shift),"shift = c['fault_logit_shift'] | inherited_cell = int(cell_bad[di].sum())+int(base_bad[b]) | die_stress = 0.7*lot_effect[dl]+wafer_effect[dw]+0.45*radius**2+local+rng.normal(0,0.3,n_d) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
simulation_truth_stack,fault_tsv_open_short,int64,0/1,one stack simulator state,Bernoulli realized failure of tsv open short; audit/target only.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",modes[m] = int(rng.random() < probs[m]); probability expression follows | generate.py:331: sigmoid(-5.7+3.5*inherited_tsv+0.4*void[di].max()+shift),"shift = c['fault_logit_shift'] | inherited_tsv = int(tsv_bad[di].sum()+tsvshort[di].sum()) | void = np.minimum(15, np.exp(-1.2+0.45*fill+0.28*die_stress+rng.normal(0,0.35,n_d))) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
simulation_truth_stack,fault_microbump_open_bridge,int64,0/1,one stack simulator state,Bernoulli realized failure of microbump open bridge; audit/target only.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",modes[m] = int(rng.random() < probs[m]); probability expression follows | generate.py:331: sigmoid(-5.3+1.1*(maxoffset-0.5)+0.4*ast+0.07*abs(peak-245)+0.025*abs(tal-55)+shift),"shift = c['fault_logit_shift'] | ast = assembly_offset[bank]+0.45*age/199+1.4*excursion+0.2*lot_effect[l] | tal = 55+3*ast+rng.normal(0,3) | peak = 245+2.0*ast+rng.normal(0,1.8) | maxoffset = radial_offset.max()",illustrative_simulation_assumption
simulation_truth_stack,fault_die_crack,int64,0/1,one stack simulator state,Bernoulli realized failure of die crack; audit/target only.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.","modes[m] = int(rng.random() < probs[m]); probability expression follows | generate.py:331: sigmoid(-6.6+0.75*(warpage[di].max()-1)+0.2*abs(ast)+0.2*(hh==12)+0.6*max(force.max()-1.2,0)+shift)","shift = c['fault_logit_shift'] | hh = int(h[l]) | ast = assembly_offset[bank]+0.45*age/199+1.4*excursion+0.2*lot_effect[l] | force = positive(1.2+0.06*ast+rng.normal(0,0.05,hh),0.4) | warpage = positive(0.5+0.3*ttv+0.3*abs(thinning)+0.22*(hl[dw]==12)+0.22*local+rng.normal(0,0.18,n_d),0.05) | di = eligible[k*h[l]:(k+1)*h[l]]",illustrative_simulation_assumption
simulation_truth_stack,fault_warpage,int64,0/1,one stack simulator state,Bernoulli realized failure of warpage; audit/target only.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",modes[m] = int(rng.random() < probs[m]); probability expression follows | generate.py:331: sigmoid(-5.1+0.32*(pwarp-11)+shift),"shift = c['fault_logit_shift'] | pwarp = positive(8+2*warpage[di].mean()+0.9*cumshift+1.2*(hh==12)+1.6*ast                 +0.6*emc_effect[l//4]+0.6*abs(mold_pressure-7)+0.25*(curetemp-175)+rng.normal(0,1.3))",illustrative_simulation_assumption
simulation_truth_stack,fault_underfill_void,int64,0/1,one stack simulator state,Bernoulli realized failure of underfill void; audit/target only.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",modes[m] = int(rng.random() < probs[m]); probability expression follows | generate.py:331: sigmoid(-5.1+1.6*vfrac+0.25*(hh==12)+shift),"shift = c['fault_logit_shift'] | vfrac = np.exp(-1.7+0.18*(viscosity-8)+0.25*(vacuum-2.5)+0.22*ast                 +0.08*(14-gaps.mean())+0.1*max(7-mold_pressure,0)+rng.normal(0,0.4)) | hh = int(h[l])",illustrative_simulation_assumption
simulation_truth_stack,fault_delamination,int64,0/1,one stack simulator state,Bernoulli realized failure of delamination; audit/target only.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",modes[m] = int(rng.random() < probs[m]); probability expression follows | generate.py:331: sigmoid(-5.7+2.0*delam+0.15*ast+shift),"shift = c['fault_logit_shift'] | ast = assembly_offset[bank]+0.45*age/199+1.4*excursion+0.2*lot_effect[l] | delam = min(30,np.exp(-2.9+0.15*(pwarp-10)+0.6*vfrac+0.25*cure_deficit+rng.normal(0,0.5)))",illustrative_simulation_assumption
simulation_truth_stack,p_reliability_failure,float64,probability/fraction 0..1,one stack simulator state,"Unobservable stress-screen failure probability, also generated for untested stacks.",never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,"Hidden common causes, failure probabilities and Bernoulli fault realizations. Use only as audit data or explicitly selected research targets.",generate.py:405: rp,rp = float(sigmoid(-5.1+0.3*(pwarp-11)+1.8*vfrac+0.4*thermal_r+0.2*inherited_cell)),illustrative_simulation_assumption
die_disposition,die_id,str,category/text,one sampled core die,Fictional die identifier for traceability or configuration.,after screening and stack allocation,identifier_or_metadata,False,0,No missing values in this generated cohort.,Deterministic reconciliation of eligibility and physical die consumption.,generate.py:195: die_ids | generate.py:232: die_ids | generate.py:442: die_ids | generate.py:444: die_ids | generate.py:307: None | generate.py:302: die_ids[d],die_ids = np.array([f'D{i+1:07}' for i in range(n_d)]),illustrative_simulation_assumption
die_disposition,stack_id,str,category/text,one sampled core die,Fictional stack identifier for traceability or configuration.,after screening and stack allocation,identifier_or_metadata,True,11352,No assigned stack for rejected or eligible-unassigned dies.,Deterministic reconciliation of eligibility and physical die consumption.,generate.py:442: assigned_stack | generate.py:364: sid | generate.py:307: sid | generate.py:379: sid | generate.py:397: sid | generate.py:405: sid | generate.py:426: sid | generate.py:302: sid,"assigned_stack = np.full(n_d,'',dtype=object) | sid = f'S{next_stack:06}'",illustrative_simulation_assumption
die_disposition,disposition,str,category/text,one sampled core die,"screen_rejected, assembled or eligible_unassigned for a sampled core die.",after screening and stack allocation,post_selection_outcome_metadata,False,0,No missing values in this generated cohort.,Deterministic reconciliation of eligibility and physical die consumption.,"generate.py:442: np.where(~kgd,'screen_rejected',np.where(assigned_stack!='','assembled','eligible_unassigned'))","kgd = probe_pass & tsv_pass & (cracks==0)&(missing_bumps==0)&(bridged_bumps==0) | assigned_stack = np.full(n_d,'',dtype=object)",illustrative_simulation_assumption
simulation_truth_die,die_id,str,category/text,one sampled core die simulator state,Fictional die identifier for traceability or configuration.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,Unobserved physical state and selected pre-observation measurements retained for auditing only.,generate.py:195: die_ids | generate.py:232: die_ids | generate.py:442: die_ids | generate.py:444: die_ids | generate.py:307: None | generate.py:302: die_ids[d],die_ids = np.array([f'D{i+1:07}' for i in range(n_d)]),illustrative_simulation_assumption
simulation_truth_die,latent_die_stress,float64,latent unitless state,one sampled core die simulator state,"Shared lot/wafer, radial, local-cluster and per-die unobserved process state.",never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,Unobserved physical state and selected pre-observation measurements retained for auditing only.,generate.py:444: die_stress,"die_stress = 0.7*lot_effect[dl]+wafer_effect[dw]+0.45*radius**2+local+rng.normal(0,0.3,n_d)",illustrative_simulation_assumption
simulation_truth_die,latent_cell_fault,int64,0/1,one sampled core die simulator state,Unobserved incoming die cell-fault state before screening.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,Unobserved physical state and selected pre-observation measurements retained for auditing only.,generate.py:444: cell_bad,"cell_bad = rng.binomial(1,cell_p)",illustrative_simulation_assumption
simulation_truth_die,latent_tsv_open_fault,int64,0/1,one sampled core die simulator state,Unobserved incoming TSV-open state before screening.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,Unobserved physical state and selected pre-observation measurements retained for auditing only.,generate.py:444: tsv_bad,"tsv_bad = rng.binomial(1,sigmoid(-5.4+0.6*fill+0.5*die_stress+0.6*void))",illustrative_simulation_assumption
simulation_truth_die,latent_tsv_short_fault,int64,0/1,one sampled core die simulator state,Unobserved incoming TSV-short state before screening.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,Unobserved physical state and selected pre-observation measurements retained for auditing only.,generate.py:444: tsvshort,"tsvshort = rng.binomial(1,sigmoid(-6.5+0.7*tv+0.5*die_stress))",illustrative_simulation_assumption
simulation_truth_die,latent_local_cluster,float64,latent unitless state,one sampled core die simulator state,Unobserved localized wafer-cluster amplitude at the die location.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,Unobserved physical state and selected pre-observation measurements retained for auditing only.,generate.py:444: local,local = cluster*cluster_on[dw]*1.2,illustrative_simulation_assumption
simulation_truth_die,actual_tsv_copper_void_pct,float64,percent 0..100,one sampled core die simulator state,Unobserved pre-sampling value: Mean per-via copper-fill void-volume percentage surrogate; not percent faulty TSVs.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,Unobserved physical state and selected pre-observation measurements retained for auditing only.,generate.py:444: void,"void = np.minimum(15, np.exp(-1.2+0.45*fill+0.28*die_stress+rng.normal(0,0.35,n_d)))",illustrative_simulation_assumption
simulation_truth_die,actual_tsv_diameter_um,float64,um,one sampled core die simulator state,Unobserved pre-sampling value: Sampled mean TSV opening diameter.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,Unobserved physical state and selected pre-observation measurements retained for auditing only.,generate.py:444: diameter,"diameter = positive(c['tsv_diameter_um']+0.06*tv+0.04*radius+rng.normal(0,0.06,n_d),2)",illustrative_simulation_assumption
simulation_truth_die,actual_tsv_etched_depth_um,float64,um,one sampled core die simulator state,Unobserved pre-sampling value: Blind-via etched depth before wafer thinning.,never an operational predictor,latent_audit_only,False,0,No missing values in this generated cohort.,Unobserved physical state and selected pre-observation measurements retained for auditing only.,generate.py:444: blind_depth,"blind_depth = c['tsv_blind_depth_um']+0.5*tv+rng.normal(0,0.45,n_d)",illustrative_simulation_assumption
